dataset_id,y_true,y_pred
0390,3.3475,3.416485548019409
0390,3.3971,3.3676822185516357
0390,3.4543,3.3676822185516357
0390,2.2584,2.6694960594177246
0390,2.6392,2.6066513061523438
0390,5.1213,5.0644145011901855
0390,5.2879,5.114811420440674
0390,1.8084,2.0516197681427
0390,1.9417,1.9610668420791626
0390,2.2378,2.2778220176696777
0390,3.4158,3.484011650085449
0390,3.6997,3.4921998977661133
0390,3.7028,3.5604116916656494
0390,1.9541,2.0448224544525146
0390,3.1039,3.619425058364868
0390,3.6117,3.346506118774414
0390,2.3936,2.0454280376434326
0390,3.4204,3.2404088973999023
0390,3.4235,3.4772281646728516
0390,3.4929,3.482571840286255
0390,3.4989,3.253257989883423
0390,3.5977,3.3817977905273438
0390,3.7971,3.9240026473999023
0390,3.9115,3.9683749675750732
0390,1.765,1.9648135900497437
0390,1.8547,1.8988016843795776
0390,3.7728,3.651249885559082
0390,1.7817,1.9970647096633911
0390,2.9427,2.494067907333374
0390,1.2363,1.6270300149917603
0390,1.4045,1.5589463710784912
0390,1.9136,2.0372581481933594
0390,2.0442,2.03835129737854
0390,2.1008,2.1715056896209717
0390,2.2456,2.204469919204712
0390,2.4364,2.1739768981933594
0390,2.504,2.1391167640686035
0390,2.4483,2.5137081146240234
0390,2.6424,2.5137081146240234
0390,3.4694,3.5057103633880615
0390,3.8506,4.541995048522949
0390,3.8895,4.098161220550537
0390,4.024,4.081432819366455
0390,4.3812,4.052045822143555
0390,4.7848,4.45612907409668
0390,4.7878,4.555808067321777
0390,3.8123,3.664130926132202
0390,1.84,2.580303192138672
0390,3.5196,3.1061620712280273
0390,0.7405,1.0358878374099731
0390,0.8101,0.9840985536575317
0390,0.8942,1.0047568082809448
0390,1.8976,2.0544822216033936
0390,2.0931,2.0341625213623047
0390,2.336,2.5299417972564697
0390,2.3454,2.417694330215454
0390,2.461,2.4725332260131836
0390,1.7117,1.8578801155090332
0390,2.009,2.831669330596924
0390,2.6624,3.40448260307312
0390,2.7264,2.642197370529175
0390,3.6243,3.6489622592926025
0390,3.6863,3.7358744144439697
0390,1.6654,1.8769727945327759
0390,1.8136,1.8219765424728394
0390,1.861,1.5686578750610352
0390,1.8951,1.7889765501022339
0390,2.4025,2.3473896980285645
0390,3.4789,3.2342684268951416
0390,3.482,3.325601100921631
0390,1.0832,1.1295840740203857
0390,2.2761,2.3721694946289062
0390,2.1755,2.228334903717041
0390,2.3143,2.186898708343506
0390,1.6625,1.6752735376358032
0390,2.4517,2.682166576385498
0390,1.5917,1.7884498834609985
0390,1.8094,1.6344902515411377
0390,1.9621,1.7572616338729858
0390,3.806,4.118411540985107
0390,4.1213,3.9913504123687744
0390,4.2716,4.017318248748779
0390,2.0558,2.175490617752075
0390,2.1175,1.8078243732452393
0390,2.2409,1.8315485715866089
0390,2.2636,2.2045631408691406
0390,2.38,2.1633918285369873
0390,2.6658,2.4485671520233154
0390,2.7759,3.4374427795410156
0390,4.5101,5.728240013122559
0390,4.7314,5.684432506561279
0390,6.7514,5.13925838470459
0390,7.3074,5.038421630859375
0390,1.875,2.2014048099517822
0390,4.4313,4.525627136230469
0390,4.5485,4.425354480743408
0390,4.5534,4.425354480743408
0390,1.4876,1.4344291687011719
0390,1.831,2.4069204330444336
0390,2.7093,2.5311098098754883
0390,2.9113,2.4213221073150635
